FID,Join_Count,TARGET_FID,Fatalities,PedFatalit,BikeFatali,MVOFatalit,YR,NODEID,nodeX,nodeY,STREET1,STREET2
1778,1,1778,1,0,0,1,2017,53367,1020090.563,254578.5293,ALLERTON AVENUE,MOSHOLU PARKWAY GREENWAY
1779,1,1779,1,1,0,0,2017,23547,995349.4492,224260.6667,EAST 87 STREET,5 AVENUE
1780,1,1780,1,1,0,0,2017,11270,962631.1922,173032.7586,HYATT STREET,ST MARKS PLACE
1781,1,1781,1,0,1,0,2017,19957,999666.9275,199604.5323,GRAHAM AVENUE,METROPOLITAN AVENUE
1782,1,1782,1,1,0,0,2017,46393,1012073.759,214018.3122,NORTHERN BOULEVARD,BROOKLYN QUEENS EXPWY ET 41 WB
1783,1,1783,1,0,0,1,2017,54202,1022463.371,264123.6631,EAST 229 STREET,CARPENTER AVENUE
1784,1,1784,1,1,0,0,2017,55672,1034285.525,212896.9004,KISSENA BOULEVARD,HOLLY AVENUE
1785,1,1785,1,0,1,0,2017,26851,1003224.312,181035.4067,LEFFERTS AVENUE,UTICA AVENUE
1786,1,1786,1,1,0,0,2017,6549,947940.2347,162732.3367,COALE AVENUE,JEWETT AVENUE
1787,1,1787,1,0,0,1,2017,27790,1005168.16,199411.0222,METROPOLITAN AVENUE,SCOTT AVENUE
1788,1,1788,1,1,0,0,2017,22846,994327.5943,219259.2659,EAST 69 STREET,LEXINGTON AVENUE
1789,1,1789,1,1,0,0,2017,32379,1023141.486,198929.0579,POLO PLACE,WOODHAVEN BOULEVARD
1790,1,1790,1,1,0,0,2017,26530,1008319.669,170821.1325,FLATLANDS AVENUE,EAST 80 STREET
1791,1,1791,1,1,0,0,2017,34518,1031041.126,195451.8273,120 STREET,85 AVENUE
1792,1,1792,1,1,0,0,2017,1267,925396.8913,138346.4383,GERVIL STREET,CORRELL AVENUE
1793,1,1793,1,1,0,0,2017,36541,1045299.935,182268.9311,SOUTH CONDUIT AVENUE,ROCKAWAY BOULEVARD
1794,1,1794,1,1,0,0,2017,55546,1032479.591,210858.5777,MAIN STREET,58 AVENUE
1795,1,1795,1,1,0,0,2017,18173,994511.1934,176649.2475,ST PAULS PLACE,CATON AVENUE
1796,1,1796,1,1,0,0,2017,16353,990148.4265,155255.0291,86 STREET,WEST 8 STREET
1797,1,1797,1,1,0,0,2017,354,918443.4738,126583.9391,HECKER STREET,AMBOY ROAD
1798,1,1798,1,1,0,0,2017,49930,1022148.509,204776.2244,63 DRIVE,BOOTH STREET
1799,1,1799,1,1,0,0,2017,50825,1021080.191,217677.1234,GILLMORE STREET,27 AVENUE
1800,1,1800,1,0,0,1,2017,55248,1038811.605,200323.8878,GRAND CENTRAL PARKWAY SR NORTH,164 STREET
1801,1,1801,1,1,0,0,2017,26756,1001821.933,183054.133,TROY AVENUE,EASTERN PARKWAY
1802,1,1802,1,0,0,1,2017,13169,989755.9437,159759.9738,WEST 7 STREET,KINGS HIGHWAY
1803,1,1803,1,1,0,0,2017,20193,982774.2454,200962.9154,CHURCH STREET,FRANKLIN STREET
1804,1,1804,1,0,1,0,2017,21334,986214.7073,211740.4558,WEST 29 STREET,7 AVENUE
1805,1,1805,1,0,0,1,2017,33852,1033939.456,183624.1121,LEFFERTS BOULEVARD,135 AVENUE
1806,1,1806,1,0,0,1,2017,26983,1005803.936,184077.3461,PARK PLACE,RALPH AVENUE
1807,1,1807,1,0,1,0,2017,26938,1004348.647,186025.1798,ATLANTIC AVENUE,ROCHESTER AVENUE
1808,1,1808,1,1,0,0,2017,34698,1033476.009,195687.0434,METROPOLITAN AVENUE,130 STREET
1809,1,1809,1,0,0,1,2017,41600,1004057.995,215491.4884,35 AVENUE,31 STREET
1810,1,1810,1,0,0,1,2017,27409,1001889.121,193442.9271,BROADWAY,STOCKTON STREET
1811,1,1811,1,1,0,0,2017,20859,988167.0292,200688.0403,DELANCEY STREET,CLINTON STREET
1812,1,1812,1,1,0,0,2017,15088,989292.8177,189689.7362,SCHERMERHORN STREET,NEVINS STREET
1813,1,1813,1,0,0,1,2017,62980,1061520.283,214933.4741,267 STREET,GRAND CENTRAL PARKWAY SR SOUTH
1814,1,1814,1,1,0,0,2017,20541,984373.0808,206550.7057,WEST 8 STREET,GREENWICH AVENUE
1815,1,1815,1,1,0,0,2017,21475,988785.2304,216917.9058,BROADWAY,WEST 51 STREET
1816,1,1816,1,0,0,1,2017,36093,1048983.553,178289.2508,RAMP,ROCKAWAY BOULEVARD
1817,1,1817,1,0,1,0,2017,21250,985053.814,211503.6289,8 AVENUE,WEST 26 STREET
1818,1,1818,1,1,0,0,2017,46879,1018530.183,219150.8409,94 STREET,23 AVENUE
1819,1,1819,1,1,0,0,2017,55849,1036277.201,214111.1922,46 AVENUE,149 STREET
1820,1,1820,1,0,0,1,2017,38769,1050036.904,187215.7746,130 AVENUE,MERRICK BOULEVARD
1821,1,1821,1,0,0,1,2017,40641,1001642.36,201157.7575,WITHERS STREET,MORGAN AVENUE
1822,1,1822,1,1,0,0,2017,13187,980883.2679,163624.6446,83 STREET,13 AVENUE
1823,1,1823,1,1,0,0,2017,27298,1009591.35,188520.4012,CHAUNCEY STREET,BUSHWICK AVENUE
1824,1,1824,1,1,0,0,2017,49609,1017088.444,260895.0442,EAST GUN HILL ROAD,WEST GUN HILL ROAD
1825,1,1825,1,1,0,0,2017,49024,1016242.671,251961.4207,HUGHES AVENUE,EAST FORDHAM ROAD
1826,1,1826,2,0,0,2,2017,39844,1052426.758,198714.9081,100 AVENUE,205 PLACE
1827,1,1827,1,0,0,1,2017,14140,985751.5652,179815.2746,5 AVENUE,23 STREET
1828,1,1828,1,0,0,1,2017,28640,1010075.889,177828.9662,LINDEN BOULEVARD,ROCKAWAY AVENUE
1829,1,1829,1,0,1,0,2017,55574,1032940.045,213238.5073,COLDEN STREET,ELDER AVENUE
1830,1,1830,1,0,1,0,2017,17396,993337.4621,160517.7253,OCEAN PARKWAY,QUENTIN ROAD
1831,1,1831,1,1,0,0,2017,33751,1031102.848,186390.4186,108 STREET,ROCKAWAY BOULEVARD
1832,1,1832,1,0,1,0,2017,16797,995170.4535,154813.8161,AVENUE X,CONEY ISLAND AVENUE
1833,1,1833,1,0,0,1,2017,41454,1002427.096,211083.9545,QUEENS BOULEVARD,SKILLMAN AVENUE
1834,1,1834,1,0,0,1,2017,13287,982902.0106,161003.6623,17 AVENUE,86 STREET
1835,1,1835,3,2,0,1,2017,55443,1030800.778,217285.9169,MAIN STREET,NORTHERN BOULEVARD
1836,1,1836,1,1,0,0,2017,46713,1016781.269,214676.3358,NORTHERN BOULEVARD,85 STREET
1837,1,1837,1,1,0,0,2017,22851,994901.0978,219239.4523,EAST 70 STREET,3 AVENUE
1838,1,1838,1,1,0,0,2017,31151,1028791.53,178861.8382,CROSS BAY BOULEVARD,160 AVENUE
1839,1,1839,1,1,0,0,2017,25714,1005769.025,161455.8005,FLATBUSH AVENUE,AVENUE U
1840,1,1840,1,1,0,0,2017,20712,986667.6953,204413.7284,COOPER SQUARE,EAST 5 STREET
1841,1,1841,1,0,0,1,2017,27357,1000930.114,197099.534,MONTROSE AVENUE,BUSHWICK AVENUE
1842,1,1842,1,1,0,0,2017,49980,1023837.407,200677.2266,YELLOWSTONE BOULEVARD,SELFRIDGE STREET
1843,1,1843,1,1,0,0,2017,42751,1003468.964,235618.5469,WALTON AVENUE,EAST 138 STREET
1844,1,1844,1,0,1,0,2017,17942,991820.7227,173705.9561,EAST 7 STREET,BEVERLY ROAD
1845,1,1845,1,1,0,0,2017,40738,1002508.966,204096.4685,STEWART AVENUE,BRIDGEWATER STREET
1846,1,1846,1,1,0,0,2017,52877,1025608.374,246363.6139,EAST TREMONT AVENUE,ST PETERS AVENUE
1847,1,1847,1,0,0,1,2017,42522,1001509.46,237488.7741,WEST 142 STREET,LENOX AVENUE
1848,1,1848,1,1,0,0,2017,41538,1003350.746,214341.6547,37 AVENUE,31 STREET
1849,1,1849,1,0,1,0,2017,21143,983191.0356,213709.8745,11 AVENUE,WEST 30 STREET
1850,1,1850,1,0,0,1,2017,888,920184.3397,138084.9722,JOHNSON STREET,ARTHUR KILL ROAD
1851,1,1851,1,1,0,0,2017,15933,987090.306,199971.6936,ESSEX STREET,HESTER STREET
1852,1,1852,1,1,0,0,2017,7443,953916.8792,147341.292,JACQUES AVENUE,HYLAN BOULEVARD
1853,1,1853,1,0,0,1,2017,11887,979983.8048,165000.4883,11 AVENUE,81 STREET
1854,1,1854,1,1,0,0,2017,61358,1056902.825,200870.6485,217 STREET,JAMAICA AVENUE
1855,1,1855,1,0,0,1,2017,3234,930366.1297,154197.8134,WEST SHORE EXPRESSWAY SR WEST,VICTORY BOULEVARD
1856,1,1856,1,1,0,0,2018,43816,1004763.872,246775.9947,MAJOR DEEGAN EXPWY ET 7 N SB,MAJOR DEEGAN EXPWY ET 7 N NB
1857,1,1857,1,0,1,0,2018,46743,1016501.906,219167.0515,GRAND CENTRAL PARKWAY,GRAND CENTRAL PARKWAY ET 5 WB
1858,1,1858,1,1,0,0,2018,58550,1041289.464,203474.7411,175 STREET,UNION TURNPIKE
1859,1,1859,1,1,0,0,2018,20556,984986.7931,207664.5847,WEST 13 STREET,AVENUE OF THE AMERICAS
1860,1,1860,1,1,0,0,2018,13741,989606.5706,162755.9327,65 STREET,WEST 6 STREET
1861,1,1861,1,1,0,0,2018,31320,1021589.321,185590.6597,GRANT AVENUE,NORTH CONDUIT AVENUE
1862,1,1862,1,0,0,1,2018,24221,998284.0792,235379.3413,WEST 129 STREET,FREDERICK DOUGLASS BOULEVARD
1863,1,1863,1,0,0,1,2018,32731,1028180.577,194746.0479,MEMORIAL DRIVE,PARK LANE SOUTH
1864,1,1864,1,1,0,0,2018,17943,991287.0397,174200.2399,OCEAN PARKWAY,CHURCH AVENUE
1865,1,1865,1,1,0,0,2018,27617,1003244.522,199494.1782,METROPOLITAN AVENUE,GRAND STREET BRIDGE
1866,1,1866,1,1,0,0,2018,51892,1029363.101,220867.3073,28 AVENUE,ULMER STREET
1867,1,1867,1,1,0,0,2018,62775,1063293.757,208242.287,LITTLE NECK PARKWAY,83 AVENUE
1868,1,1868,1,1,0,0,2018,29833,1019038.296,188848.7536,EUCLID AVENUE,RIDGEWOOD AVENUE
1869,1,1869,1,1,0,0,2018,55608,1032877.884,219596.9588,PARSONS BOULEVARD,32 AVENUE
1870,1,1870,1,0,0,1,2018,37427,1044183.917,197268.1327,JAMAICA AVENUE,177 STREET
1871,1,1871,1,0,0,1,2018,54828,1032785.436,205140.5347,141 STREET,JEWEL AVENUE
1872,1,1872,1,0,0,1,2018,32365,1023848.991,196519.2596,MARGARET PLACE,UNION TURNPIKE
1873,1,1873,1,1,0,0,2018,32464,1024803.244,198315.2337,METROPOLITAN AVENUE,70 AVENUE
1874,1,1874,1,1,0,0,2018,34551,1031684.615,198634.9706,82 ROAD,KEW GARDENS ROAD
1875,1,1875,1,0,1,0,2018,26831,1002154.213,188833.6322,JEFFERSON AVENUE,LEWIS AVENUE
1876,1,1876,1,0,0,1,2018,9838,961126.271,159125.0148,HILLCREST TERRACE,CLOVE ROAD
1877,1,1877,1,1,0,0,2018,29911,1010420.803,196085.9009,WOODWARD AVENUE,PALMETTO STREET
1878,1,1878,1,1,0,0,2018,34960,1036423.25,191311.9573,LIBERTY AVENUE,135 STREET
1879,1,1879,1,1,0,0,2018,21829,990436.8971,209702.2283,2 AVENUE,EAST 30 STREET
1880,1,1880,1,0,0,1,2018,31322,1021655.62,185247.3632,GRANT AVENUE,BELMONT AVENUE
1881,1,1881,1,0,0,1,2018,53381,1020048.349,256819.0451,BRONX RIVER GREENWAY,BRONX BOULEVARD
1882,1,1882,1,1,0,0,2018,25679,1004412.193,166464.9571,UTICA AVENUE,AVENUE L
1883,1,1883,1,1,0,0,2018,41896,1009946.802,211037.1436,WOODSIDE AVENUE,57 STREET
1884,1,1884,2,2,0,0,2018,14995,988049.3133,183074.3429,5 AVENUE,9 STREET
1885,1,1885,1,0,0,1,2018,9693,960211.8798,151958.1659,NUGENT AVENUE,SEAVIEW AVENUE
1886,1,1886,1,1,0,0,2018,38808,1051344.654,181878.0461,SOUTH CONDUIT AVENUE,SPRINGFIELD BOULEVARD
1887,1,1887,1,1,0,0,2018,24135,997003.6749,231211.0166,ADAM C POWELL BOULEVARD,WEST 113 STREET
1888,1,1888,1,0,0,1,2018,18465,999207.0793,171134.0357,FARRAGUT ROAD,EAST 32 STREET
1889,1,1889,1,1,0,0,2018,46841,1018068.97,214854.9572,NORTHERN BOULEVARD,90 STREET
